,PIece_ID,Phrase_number,Phrase_start,Phrase_stop,Rhyme_ID,Phrase_text,piece_id,Column10,Column11,Column12
939,DC0514,2,7,11,b,"Mettant du tout mon grand tort en oubli,",Puisque tu veulx mettre fin à ta plaincte,,,
940,DC0514,3,1,7,a,Je te suppli pourtant ne soit estaincte,Puisque tu veulx mettre fin à ta plaincte,,,
941,DC0514,4,7,11,b,"Nostre amitié, qui de foy prent son pli,",Puisque tu veulx mettre fin à ta plaincte,,,
942,DC0514,5,12,17,b,Car j’ay espoir que bien tost accompli,Puisque tu veulx mettre fin à ta plaincte,,,
943,DC0514,6,16,21,c,"Sera ton vueil, comme tu le desire,",Puisque tu veulx mettre fin à ta plaincte,,,
944,DC0514,7,21,26,c,"Ce qui fera que cessant ton martyre,",Puisque tu veulx mettre fin à ta plaincte,,,
945,DC0514,8,26,32,d,"Et jouissant du fruict de ma beaulté,",Puisque tu veulx mettre fin à ta plaincte,,,
946,DC0514,9,33,39,c,"Tu n’auras plus l’occasion de dire,",Puisque tu veulx mettre fin à ta plaincte,,,
947,DC0514,10,39,44,d,Serve à rigueur estre ta loyaulté.,Puisque tu veulx mettre fin à ta plaincte,,,
948,DC0515,1,1,6,a,"Ou cerchez vous du dieu d’amour l’empire,",Où cerchez-vous du dieu d'amour l'empire,,,
949,DC0515,2,6,10,b,"Pour le trouver ne croyez auz poëtes,",Où cerchez-vous du dieu d'amour l'empire,,,
950,DC0515,3,1,6,a,"Avec Psiches ja plus ne se retire,",Où cerchez-vous du dieu d'amour l'empire,,,
951,DC0515,4,6,11,b,Comme un temps fut bien abusez vous estes,Où cerchez-vous du dieu d'amour l'empire,,,
952,DC0515,5,11,15,b,"Voulez sçavoir les plaisantes retraictes,",Où cerchez-vous du dieu d'amour l'empire,,,
953,DC0515,6,15,20,c,"Et la ou sont de cupido les cieulx,",Où cerchez-vous du dieu d'amour l'empire,,,
954,DC0515,7,20,25,c,"M’amour les ha en son cœur gracieux,",Où cerchez-vous du dieu d'amour l'empire,,,
955,DC0515,8,25,29,d,"Et qui viendroit le fendre par moytié,",Où cerchez-vous du dieu d'amour l'empire,,,
956,DC0515,9,29,34,c,"On y verroit, ou on n’auroit point d’yeulx,",Où cerchez-vous du dieu d'amour l'empire,,,
957,DC0515,10,33,38,d,"Qu’en ce lieu est, le palais d’amitié.",Où cerchez-vous du dieu d'amour l'empire,,,
958,DC0516,1,1,4,a,Il est permis trouver au lict s’amie,Il est permis trouver au lict s'amie,,,
959,DC0516,2,3,8,b,"Aux innocentz cest bonne occasion,",Il est permis trouver au lict s'amie,,,
960,DC0516,3,8,11,a,"Et n’est mal faict s’un tetin on manie,",Il est permis trouver au lict s'amie,,,
961,DC0516,4,10,15,b,"Cest qui plus est saincte religion,",Il est permis trouver au lict s'amie,,,
962,DC0516,5,15,18,b,"Sainctz innocentz plains de devotion,",Il est permis trouver au lict s'amie,,,
963,DC0516,6,19,24,c,"Bien hereticque est qui poinct ne vous feste,",Il est permis trouver au lict s'amie,,,
964,DC0516,7,24,27,b,"Mais qui ce jour feroit l’Ascention,",Il est permis trouver au lict s'amie,,,
965,DC0516,8,28,32,c,Plus sollempnel encor seroit la feste.,Il est permis trouver au lict s'amie,,,
966,DC0517,1,1,5,a,Un jour dormoit Colin en my des prez,Un jour dormoit Colin en my des prez,,,
967,DC0517,2,3,11,b,"En pleine terre, et Janeton s’amie",Un jour dormoit Colin en my des prez,,,
968,DC0517,3,11,14,a,"Qui la le veoit se vint coucher au pres,",Un jour dormoit Colin en my des prez,,,
969,DC0517,4,13,18,b,"Ou cuida estre comme luy endormie,",Un jour dormoit Colin en my des prez,,,
970,DC0517,5,19,23,b,"Mais le soleil droict aux yeulx luy ennuie,",Un jour dormoit Colin en my des prez,,,
971,DC0517,6,23,26,c,Lors Colin grippe et dict n’ayez souci,Un jour dormoit Colin en my des prez,,,
972,DC0517,7,25,30,c,"De traversin me fourniras ainsi,",Un jour dormoit Colin en my des prez,,,
973,DC0517,8,29,34,d,"Pour eviter de terre la froidure,",Un jour dormoit Colin en my des prez,,,
974,DC0517,9,33,37,c,Et moy dessus de pavillon aussi,Un jour dormoit Colin en my des prez,,,
975,DC0517,10,37,43,d,"Je serviray, m’ayant pour couverture.",Un jour dormoit Colin en my des prez,,,
976,DC0518,1,1,4,a,"Puis qu’a t’aimer ne reçoy que tourment,",Puisqu'à t'aimer ne reçoy que tourment,,,
977,DC0518,2,4,10,b,Quand du jouir ne voy aultre apparence,Puisqu'à t'aimer ne reçoy que tourment,,,
978,DC0518,3,1,4,a,"Ailleurs me fault cercher allegement,",Puisqu'à t'aimer ne reçoy que tourment,,,
979,DC0518,4,4,11,b,Ou puisse aimer avec jouissance:,Puisqu'à t'aimer ne reçoy que tourment,,,
980,DC0518,5,11,15,b,"Remord d’amour ma dit n’aye desfiance,",Puisqu'à t'aimer ne reçoy que tourment,,,
981,DC0518,6,15,19,c,"Qui veult jouir il faut perseverer,",Puisqu'à t'aimer ne reçoy que tourment,,,
982,DC0518,7,19,23,b,"Ainsi voila comme suis en doubtance,",Puisqu'à t'aimer ne reçoy que tourment,,,
983,DC0518,8,23,29,c,Que je ne sçay lequel faire ou laisser.,Puisqu'à t'aimer ne reçoy que tourment,,,
984,DC0519,1,1,6,a,"Si je te voy qui est ce que desire,","Si je te voy, qui est ce que desire",,,
985,DC0519,2,7,13,b,"Plus fort je sentz que ma flamme estincelle,","Si je te voy, qui est ce que desire",,,
986,DC0519,3,1,6,a,"Si es absente, helas mon coeur souspire,","Si je te voy, qui est ce que desire",,,
987,DC0519,4,7,13,b,Et n’a plaisir s’il n'oit de toy nouvelle:,"Si je te voy, qui est ce que desire",,,
988,DC0519,5,15,21,b,"pour toy, suis en peine immortelle,","Si je te voy, qui est ce que desire",,,
989,DC0519,6,20,26,c,"Bruslant en feu plus ardant que n’es soulfre,","Si je te voy, qui est ce que desire",,,
990,DC0519,7,27,32,b,"Prendz doncq un glaive, O gente damoyselle,","Si je te voy, qui est ce que desire",,,
991,DC0519,8,33,40,c,Si n’as pitié plustost que tant je souffre.,"Si je te voy, qui est ce que desire",,,
992,DC0520,1,1,6,d,"Quelque yvrongne de par le monde,",Quelque yvrongne de par le monde,,,
993,DC0520,2,3,14,e,"Preschoit un jour dans une pippe,",Quelque yvrongne de par le monde,,,
994,DC0520,3,14,17,d,"Et par le pertuis de la bonde,",Quelque yvrongne de par le monde,,,
995,DC0520,4,17,20,e,"Il monstroit le bout de sa trippe,",Quelque yvrongne de par le monde,,,
996,DC0520,5,20,25,e,"Gardons nous bien qu’il ne nous pippe,",Quelque yvrongne de par le monde,,,
997,DC0520,6,24,29,f,"Dirent les femmes en riant,",Quelque yvrongne de par le monde,,,
998,DC0520,7,28,35,f,Lors dict le prescheur en criant,Quelque yvrongne de par le monde,,,
999,DC0520,8,33,37,g,"Tout rempli de couroux, et d’ire,",Quelque yvrongne de par le monde,,,
1000,DC0520,9,36,42,g,"Tout beau paix la laissez moy dire,",Quelque yvrongne de par le monde,,,
1001,DC0520,10,41,45,h,"Ou par dieu vous yres dehors,",Quelque yvrongne de par le monde,,,
1002,DC0520,11,45,50,g,"Que le diable qui vous faict rire,",Quelque yvrongne de par le monde,,,
1003,DC0520,12,49,58,h,Vous puisse entrer dedans le corps.,Quelque yvrongne de par le monde,,,
1004,DC0521,1,1,3,a,"Jehan se jouant un jour avec Jehannette,",Jehan se jouant un jour avec Jehannette,,,
1005,DC0521,2,3,7,b,"En bas devis luy dict faisons cela,",Jehan se jouant un jour avec Jehannette,,,
1006,DC0521,3,7,11,a,"Helas dict elle je suis par trop jeunette,",Jehan se jouant un jour avec Jehannette,,,
1007,DC0521,4,12,15,b,"Ami vivant ne me despucella,",Jehan se jouant un jour avec Jehannette,,,
1008,DC0521,5,15,21,b,"Ne pencez pas que je soye de ceulx la,",Jehan se jouant un jour avec Jehannette,,,
1009,DC0521,6,21,26,c,"Cerchez ailleurs a vous ne veulx contendre,",Jehan se jouant un jour avec Jehannette,,,
1010,DC0521,7,25,31,c,"Jehanne dict il Si pretendz-je au con tendre,",Jehan se jouant un jour avec Jehannette,,,
1011,DC0521,8,31,35,d,Regardez bien qui me soit tost presté?,Jehan se jouant un jour avec Jehannette,,,
1012,DC0521,9,35,39,c,"Or bien, dict elle je m’en vois donc estendre,",Jehan se jouant un jour avec Jehannette,,,
1013,DC0521,10,39,44,d,"N’en parlez plus, mon con est appresté.",Jehan se jouant un jour avec Jehannette,,,
1014,DC0522,1,1,7,a,"Qui diable nous a faict ces jours,",Qui diable nous a faict ces jours,,,
1015,DC0522,2,7,11,b,"Si longs, si grandz, si ennuyeux,",Qui diable nous a faict ces jours,,,
1016,DC0522,3,11,14,a,"Car ils empechent noz amours,",Qui diable nous a faict ces jours,,,
1017,DC0522,4,14,16,b,"Et semble qui soient envieux,",Qui diable nous a faict ces jours,,,
1018,DC0522,5,16,19,b,"Jupiter le plus grand des dieux,",Qui diable nous a faict ces jours,,,
1019,DC0522,6,19,24,c,"Souvienne toy de ta jeunesse,",Qui diable nous a faict ces jours,,,
1020,DC0522,7,24,29,c,Tu feis durer trois nuictz sans cesse,Qui diable nous a faict ces jours,,,
1021,DC0522,8,29,31,d,"Pour forger le fort Hercules,",Qui diable nous a faict ces jours,,,
1022,DC0522,9,32,34,c,"Affin que voye ma maistresse,",Qui diable nous a faict ces jours,,,
1023,DC0522,10,34,37,d,Je te prie donc accourcis les.,Qui diable nous a faict ces jours,,,
1024,DC0523,1,1,7,a,"Jamais amour sans guerre n’est parfaict,",Jamais amour sans guerre n'est parfaict,,,
1025,DC0523,2,7,12,b,"Ni de durée encores qu’il feust ferme,",Jamais amour sans guerre n'est parfaict,,,
1026,DC0523,3,1,7,a,"Guerre amour faict, la guerre amour deffaict,",Jamais amour sans guerre n'est parfaict,,,
1027,DC0523,4,7,12,b,"Puis le refaict, et plus fort le conferme,",Jamais amour sans guerre n'est parfaict,,,
1028,DC0523,5,13,17,b,"L’on tient parfois quelque rigoreux terme,",Jamais amour sans guerre n'est parfaict,,,
1029,DC0523,6,16,20,c,"L’on a despit, l’on conçoipt jalousie,",Jamais amour sans guerre n'est parfaict,,,
1030,DC0523,7,20,23,c,"L’on chet souvent en forte frenaisie,",Jamais amour sans guerre n'est parfaict,,,
1031,DC0523,8,23,28,d,"L’on porte groing huict, dix, ou douze jours:",Jamais amour sans guerre n'est parfaict,,,
1032,DC0523,9,28,32,c,"Mais pour entendre au vray la fantaisie,",Jamais amour sans guerre n'est parfaict,,,
1033,DC0523,10,32,36,d,Telz menus plaidz conferment les amours.,Jamais amour sans guerre n'est parfaict,,,
1034,DC0524,1,1,5,a,"Telz menuz plaidz conferment les amours,",Tels menus plaidz conferment les amours,,,
1035,DC0524,2,5,12,b,De ceulx qui sont de fol plaisir attaintz.,Tels menus plaidz conferment les amours,,,
1036,DC0524,3,1,5,a,"Et leurs deduitz ne dure pas tousjours,",Tels menus plaidz conferment les amours,,,
1037,DC0524,4,5,12,b,"Car inconstans sont en amours, et vains:",Tels menus plaidz conferment les amours,,,
1038,DC0524,5,13,19,c,"Mais vrais amans, qui ont leurs cœurs conjoinctz",Tels menus plaidz conferment les amours,,,
1039,DC0524,6,16,22,d,"Par chasteté, et loyaulté pudique,",Tels menus plaidz conferment les amours,,,
1040,DC0524,7,22,26,d,"S’aiment tousjours sans guerre, et sans picque,",Tels menus plaidz conferment les amours,,,
1041,DC0524,8,26,29,e,"Car tel amour n’est jamais imperfaict,",Tels menus plaidz conferment les amours,,,
1042,DC0524,9,29,33,d,"Mais s’il procede d’un vouloir impudique,",Tels menus plaidz conferment les amours,,,
1043,DC0524,10,32,37,e,Tel fol amour sans guerre n’est perfaict.,Tels menus plaidz conferment les amours,,,
1044,DC0525,1,1,8,a,Recepte pour un flux de bourse.,Recepte pour un flux de bourse,,,
1045,DC0525,2,7,13,b,Couchez vous avant qu’il soit nuict,Recepte pour un flux de bourse,,,
1046,DC0525,3,11,20,a,"Dormez toujours, et pourquoy? pource",Recepte pour un flux de bourse,,,
1047,DC0525,4,20,23,b,Car en dormant rien ne vous nuit:,Recepte pour un flux de bourse,,,
1048,DC0525,5,23,27,b,Mais si vous aimez le deduit,Recepte pour un flux de bourse,,,
1049,DC0525,6,26,30,c,"D’habiter la belle au corps gent,",Recepte pour un flux de bourse,,,
1050,DC0525,7,29,37,c,Par nostre dame il fault argent.,Recepte pour un flux de bourse,,,
1051,DC0601,1,1,6,a,"Quand contremont voirras retourner loyre,",Quand contremont voirras retourner loyre,,,
1052,DC0601,2,6,10,b,"Et ses poissons en l’air prendre pasture,",Quand contremont voirras retourner loyre,,,
1053,DC0601,3,10,14,b,"Les corbeaulx blancz laissantz noire vesture,",Quand contremont voirras retourner loyre,,,
1054,DC0601,4,14,32,a,Alors de toy n’auray plus de memoire.,Quand contremont voirras retourner loyre,,,
1055,DC0602,1,1,7,c,"Elle voyant approcher mon depart,",Elle voyant approcher mon départ ,,,
1056,DC0602,2,7,12,d,"Ma dict ami pour m’oster de langueur,",Elle voyant approcher mon départ ,,,
1057,DC0602,3,12,17,d,"Au departir las laisse moy ton cœur,",Elle voyant approcher mon départ ,,,
1058,DC0602,4,17,26,c,"Au lieu du mien, ou nul que toy n’a part.",Elle voyant approcher mon départ ,,,
1059,DC0603,1,1,5,a,"Or à ce jour le verd may se termine,",Or à ce jour le verd may se termine,,,
1060,DC0603,2,5,13,b,"N’en oys tu pas le Rossignol se plaindre,",Or à ce jour le verd may se termine,,,
1061,DC0603,3,13,18,a,"Las est à moy tout mon verd si se fine,",Or à ce jour le verd may se termine,,,
1062,DC0603,4,18,22,b,"Plus n’ay raison en mes couleurs le peindre,",Or à ce jour le verd may se termine,,,
1063,DC0603,5,22,25,b,"Mes plaisirs sont souspirer sans me faindre,",Or à ce jour le verd may se termine,,,
1064,DC0603,6,25,30,c,"Voyant le temps approcher que m’en vois,",Or à ce jour le verd may se termine,,,
1065,DC0603,7,29,37,c,"Plus ne verray ce que voir je soulois,",Or à ce jour le verd may se termine,,,
1066,DC0603,8,36,43,d,"Dont ja commence à m’ennuyer ma vie,",Or à ce jour le verd may se termine,,,
1067,DC0603,9,43,47,c,"Adieu beau may adieu le plaisant moys,",Or à ce jour le verd may se termine,,,
1068,DC0603,10,47,50,c,"Ha fin de may facheuse quantesfois,",Or à ce jour le verd may se termine,,,
1069,DC0603,11,50,58,d,Me regrettant te mauldira m’amie.,Or à ce jour le verd may se termine,,,
1070,DC0604,1,1,8,a,"Ou est ce temps dictes madamoiselle,","Où est ce temps, dictes, mademoiselle",,,
1071,DC0604,2,8,13,b,"Que ne pouviez estre un jour sans me voir,","Où est ce temps, dictes, mademoiselle",,,
1072,DC0604,3,1,8,a,"N'estes vous plus? las à quoy tient il, celle","Où est ce temps, dictes, mademoiselle",,,
1073,DC0604,4,8,14,b,"Qui voz plaisirs preniez tous à m'avoir,","Où est ce temps, dictes, mademoiselle",,,
1074,DC0604,5,14,17,b,Ay-je m'espris encontre le debvoir,"Où est ce temps, dictes, mademoiselle",,,
1075,DC0604,6,17,23,c,"A vous servir, helas non que je pense?","Où est ce temps, dictes, mademoiselle",,,
1076,DC0604,7,23,27,c,"Mais s'advenu m'estoit par ignorance,","Où est ce temps, dictes, mademoiselle",,,
1077,DC0604,8,27,33,d,"Dictes le moy, et vous monstrez benigne,","Où est ce temps, dictes, mademoiselle",,,
1078,DC0604,9,35,42,c,"Du malfaicteur prendray telle vengeance,","Où est ce temps, dictes, mademoiselle",,,
1079,DC0604,10,42,48,d,Que le direz de pardon estre digne.,"Où est ce temps, dictes, mademoiselle",,,
1080,DC0605,1,1,4,a,"Quand tant me mectz devant les yeulx,",Quand tant me mectz devant mes yeulx,,,
1081,DC0605,2,4,7,b,"De graces en m'amie,",Quand tant me mectz devant mes yeulx,,,
1082,DC0605,3,1,4,a,"Qui me voirroit jaloux des Dieux,",Quand tant me mectz devant mes yeulx,,,
1083,DC0605,4,4,8,b,"Me blasmeroit on mie,",Quand tant me mectz devant mes yeulx,,,
1084,DC0605,5,8,11,b,"Mais si n'ay-je peur ny demie,",Quand tant me mectz devant mes yeulx,,,
1085,DC0605,6,10,15,c,"Asseuré qu'elle nourrist grande beaulté en paix,",Quand tant me mectz devant mes yeulx,,,
1086,DC0605,7,14,17,c,"Avec foy à peine jamais,",Quand tant me mectz devant mes yeulx,,,
1087,DC0605,8,17,23,d,En un lieu sans querelle.,Quand tant me mectz devant mes yeulx,,,
1088,DC0606,1,1,3,a,Ce n'est poinct moy mon oeil qui te travaille,"Ce n'est poinct moy, mon oeil, qui te travaille",,,
1089,DC0606,2,4,6,b,"Accuses en toy mesmes seulement,","Ce n'est poinct moy, mon oeil, qui te travaille",,,
1090,DC0606,3,1,3,a,"Car si les nuictz sans te fermer je veille,","Ce n'est poinct moy, mon oeil, qui te travaille",,,
1091,DC0606,4,4,6,b,"Qui en est cause helas cest mon tourment,","Ce n'est poinct moy, mon oeil, qui te travaille",,,
1092,DC0606,5,7,9,b,"Par ton regard eut son commencement,","Ce n'est poinct moy, mon oeil, qui te travaille",,,
1093,DC0606,6,10,12,c,"Et cela faict que si mal je repose,","Ce n'est poinct moy, mon oeil, qui te travaille",,,
1094,DC0606,7,12,16,b,"Ha donc povre oeil endure doulcement,","Ce n'est poinct moy, mon oeil, qui te travaille",,,
1095,DC0606,8,15,26,c,"De ton travail, et du mien tu es cause.","Ce n'est poinct moy, mon oeil, qui te travaille",,,
1096,DC0607,1,1,5,a,"Si m'amie a de fermeté,",Si m'amie a de fermeté,,,
1097,DC0607,2,4,10,b,"Aultant qu'elle a de bonne grace,",Si m'amie a de fermeté,,,
1098,DC0607,3,1,5,a,"Plus qu'un Dieu suis en verité,",Si m'amie a de fermeté,,,
1099,DC0607,4,4,11,b,Car mon heur tous ceulx du ciel passe:,Si m'amie a de fermeté,,,
1100,DC0607,5,11,19,b,"Mais quoy fault il que doubte en face,",Si m'amie a de fermeté,,,
1101,DC0607,6,19,23,c,"N'ay je pas preuve de sa foy,",Si m'amie a de fermeté,,,
1102,DC0607,7,23,28,b,"O en amitié l'oultre passe,",Si m'amie a de fermeté,,,
1103,DC0607,8,28,40,c,Par qui les Dieux sont moins que moy.,Si m'amie a de fermeté,,,
1104,DC0608,1,1,4,a,"Qui veult sçavoir quelle est m'amie,",Qui veult sçavoyr quelle est m'amye,,,
1105,DC0608,2,3,13,b,"Cest une gente damoiselle,",Qui veult sçavoyr quelle est m'amye,,,
1106,DC0608,3,13,18,a,"Qui a la grace tant jolie,",Qui veult sçavoyr quelle est m'amye,,,
1107,DC0608,4,18,26,b,"Qu'un chascun tire en sa cordelle,",Qui veult sçavoyr quelle est m'amye,,,
1108,DC0608,5,27,30,b,"Je n'en cognois point de si belle,",Qui veult sçavoyr quelle est m'amye,,,
1109,DC0608,6,30,35,c,"Un maintien un parler de mesmes,",Qui veult sçavoyr quelle est m'amye,,,
1110,DC0608,7,35,41,b,"Et le pis que je trouve en elle,",Qui veult sçavoyr quelle est m'amye,,,
1111,DC0608,8,40,48,c,Elle m'aime comme soimesmes.,Qui veult sçavoyr quelle est m'amye,,,
1112,DC0609,1,1,2,a,"Je ne suis devin ne prophete,",Je ne suis devin ne prophète,,,
1113,DC0609,2,2,5,b,"Et si lis au cœur de m'amie,",Je ne suis devin ne prophète,,,
1114,DC0609,3,1,2,a,"Ce que je veulx elle souhaitte,",Je ne suis devin ne prophète,,,
1115,DC0609,4,2,6,b,"Ce que me desplait luy ennuye,",Je ne suis devin ne prophète,,,
1116,DC0609,5,6,11,a,"Si donques sçavoir j'ay envie,",Je ne suis devin ne prophète,,,
1117,DC0609,6,11,13,c,"Que ce qu'elle faict pour le seur,",Je ne suis devin ne prophète,,,
1118,DC0609,7,13,15,c,"Demander le fault à mon cœur,",Je ne suis devin ne prophète,,,
1119,DC0609,8,16,17,d,"Il me dict que la damoiselle,",Je ne suis devin ne prophète,,,
1120,DC0609,9,17,20,c,"Comme aussi la j'ay mis mon heur,",Je ne suis devin ne prophète,,,
1121,DC0609,10,20,22,d,Souvent me desire pres d'elle.,Je ne suis devin ne prophète,,,
1122,DC0610,1,1,5,a,"Un bon vieillard qui n'avoit que le bec,",Un bon vieillard qui n'avoit que le bec,,,
1123,DC0610,2,5,11,b,"Se trouvant court pres d’une jeune dame,",Un bon vieillard qui n'avoit que le bec,,,
1124,DC0610,3,1,5,a,De desir prou  mais de cela à sec.,Un bon vieillard qui n'avoit que le bec,,,
1125,DC0610,4,5,12,b,"Ne suis je pas ce dict-il bien infame,",Un bon vieillard qui n'avoit que le bec,,,
1126,DC0610,5,12,16,b,"Pour tout payement luy chante ceste game,",Un bon vieillard qui n'avoit que le bec,,,
1127,DC0610,6,16,21,c,"Il taste il monte assez pour l’escacher,",Un bon vieillard qui n'avoit que le bec,,,
